project_id,project_name,original_contract_value,gc_name,est_labor,est_material,est_equip,est_sub,total_budget,actual_labor_cost,actual_material_cost,actual_tracked_cost,co_approved_value,co_rejected_value,adjusted_contract,bid_margin,realized_margin_dollars,realized_margin_pct,labor_overrun_pct,material_overrun_pct,rfi_count,rfi_cost_impact_count,rfi_high_critical,rfi_open,cumulative_billed,pct_billed,budget_coverage,ot_share
PRJ-2021-299,Boston Colocation Facility - HVAC,8616000.0,JE Dunn,4959400.0,1886200.0,2170000.0,596200.0,9611800.0,1813333.800000029,3544362.96,5357696.760000029,852800.0,131000.0,9468800.0,-0.11557567316620232,1344903.2399999714,0.14203523572152452,-63.43642779368414,87.9102406955784,60,13,15,3,8553300.0,0.9033140419060494,1.1155756731662023,0.0569097979702172
PRJ-2020-223,Atlanta High School - New Construction,7827000.0,DPR Construction,3884300.0,1568900.0,1855700.0,445200.0,7754100.0,1401301.730000012,3199795.180000001,4601096.910000013,455900.0,420000.0,8282900.0,0.009313913376772676,1380903.0899999868,0.1667173441668965,-63.923957212367434,103.95150615080637,31,5,10,1,7781000.0,0.9394052807591544,0.9906860866232273,0.0528580208973571
PRJ-2020-190,Oklahoma City Residential Tower - HVAC Systems,6390000.0,Skanska USA,3091500.0,1268700.0,1355500.0,340400.0,6056100.0,1314936.7600000084,2648271.17,3963207.930000008,660600.0,0.0,7050600.0,0.052253521126760516,1391492.069999992,0.19735796527954952,-57.466059841500616,108.73895877670057,33,6,8,0,6342200.0,0.899526281451224,0.9477464788732395,0.05401844532279315
PRJ-2021-293,Kansas City Elementary Campus - Climate Systems,8829000.0,Turner Construction,4355600.0,1832200.0,2164000.0,495400.0,8847200.0,2221879.780000042,3862565.8699999996,6084445.650000041,1314600.0,155300.0,10143600.0,-0.0020613886057310182,1399754.3499999586,0.13799384340864768,-48.98797456148309,110.81573354437286,48,13,15,5,8773800.0,0.8649591860877794,1.002061388605731,0.0546120286693674
PRJ-2020-171,Las Vegas Surgery Center - Climate Control,5525000.0,Skanska USA,2747000.0,1048700.0,1138500.0,345900.0,5280100.0,652180.6399999994,2137299.43,2789480.0699999994,152100.0,30800.0,5677100.0,0.04432579185520358,1403219.9300000006,0.24717195927498206,-76.25844048052423,103.80465624106039,21,7,6,0,5483200.0,0.9658452378855401,0.9556742081447964,0.05635300372142477
PRJ-2021-301,Richmond Regional Medical Center - HVAC Upgrade,10245000.0,Turner Construction,4883000.0,2035300.0,2365000.0,615900.0,9899200.0,1729635.7700000254,4531491.000000001,6261126.770000027,452300.0,644900.0,10697300.0,0.03375305026842357,1455273.2299999744,0.13604117207145489,-64.5784196190861,122.64486807841601,55,11,17,4,10173000.0,0.9509876323932207,0.9662469497315764,0.054672663668165915
PRJ-2020-168,Cincinnati High School - New Construction,7650000.0,JE Dunn,3829800.0,1745200.0,1879000.0,512000.0,7966000.0,766306.2799999986,3353569.3100000005,4119875.589999999,339900.0,38200.0,7989900.0,-0.04130718954248369,1479024.410000001,0.18511175484048625,-79.99095827458356,92.15959832683936,17,8,7,0,7586700.0,0.9495362895655766,1.0413071895424837,0.05687740765918876
PRJ-2019-146,Denver Hospital - Mechanical Systems Renovation,7959000.0,JE Dunn,4064200.0,1469500.0,1945700.0,470600.0,7950000.0,1044898.3399999932,3425845.4900000007,4470743.829999994,409600.0,505500.0,8368600.0,0.0011307953260459858,1481556.1700000064,0.17703751762541003,-74.29018404606089,133.13000952705005,37,11,12,1,7895000.0,0.9434074994622756,0.998869204673954,0.051604366523321205
PRJ-2020-229,Denver Colocation Facility - HVAC,7202000.0,Mortenson,3648400.0,1475400.0,1697900.0,516900.0,7338600.0,1291606.8600000073,2920387.5200000014,4211994.380000008,724800.0,343400.0,7926800.0,-0.018966953623993366,1500005.6199999917,0.18923217691880603,-64.59799199649142,97.93869594686196,53,11,17,2,7149800.0,0.9019780996114447,1.0189669536239934,0.051036897387557234
PRJ-2021-302,Pittsburgh Mixed-Use Tower - Mechanical,10296000.0,Turner Construction,5392600.0,2304900.0,2847400.0,569800.0,11114700.0,1184523.1700000016,4738844.560000001,5923367.730000003,559200.0,363700.0,10855200.0,-0.07951631701631712,1514632.2699999958,0.1395305724445423,-78.03428457515852,105.59870536682725,28,11,10,1,10221200.0,0.9415948117031469,1.0795163170163171,0.05589608873321658
PRJ-2018-046,Albuquerque Medical Campus - New HVAC Installation,6747000.0,Skanska USA,3032700.0,1382200.0,1551900.0,357800.0,6324600.0,1150398.1700000002,3001731.5100000007,4152129.6800000006,830800.0,188000.0,7577800.0,0.06260560248999558,1515970.3199999994,0.2000541476417957,-62.066865499389976,117.17056214730147,60,20,21,2,6695800.0,0.8836073794505002,0.9373943975100044,0.045304530453045305
PRJ-2022-323,Indianapolis Unified School District - HVAC Modernization,6565000.0,Mortenson,3230900.0,1298100.0,1574500.0,359600.0,6463100.0,1092075.2499999967,2810765.4699999997,3902840.7199999965,801800.0,94700.0,7366800.0,0.01552170601675551,1529859.280000003,0.20766944670684734,-66.19903896747046,116.52919420691777,48,9,14,2,6518400.0,0.8848346636259977,0.9844782939832445,0.055660974067046176
PRJ-2018-064,Minneapolis Cloud Campus Phase 1 - Cooling,12004000.0,DPR Construction,5866000.0,2422000.0,3187500.0,607800.0,12083300.0,2763862.81000002,5420111.14,8183973.95000002,1526000.0,355700.0,13530000.0,-0.006606131289570216,1550726.0499999803,0.11461389874353144,-52.883347937265256,123.78658711808424,91,24,27,4,11924700.0,0.8813525498891353,1.0066061312895702,0.05476622645052263
PRJ-2018-006,Kansas City Hospital - Mechanical Systems Renovation,10039000.0,JE Dunn,4917100.0,2022200.0,2458400.0,597400.0,9995100.0,1934885.9200000388,4690590.9399999995,6625476.8600000385,1227000.0,559300.0,11266000.0,0.004372945512501225,1584723.1399999615,0.14066422332682066,-60.64985621606153,131.95484818514487,43,13,15,0,9972100.0,0.8851500088762648,0.9956270544874988,0.051905270655270654
PRJ-2022-377,Louisville Corporate Campus - HVAC Systems,8864000.0,JE Dunn,4611300.0,1984700.0,2268800.0,570100.0,9434900.0,1211387.020000002,3916861.5199999996,5128248.540000002,689900.0,396700.0,9553900.0,-0.06440658844765346,1586751.459999998,0.16608416039523108,-73.73003231192934,97.35282511210761,60,11,24,1,8797200.0,0.9207967426914663,1.0644065884476535,0.051581647192932456
PRJ-2020-188,Kansas City Unified School District - HVAC Modernization,7817000.0,Skanska USA,4204700.0,1758200.0,1821900.0,518700.0,8303500.0,2671238.6600000304,3281030.02,5952268.68000003,2066200.0,-81900.0,9883200.0,-0.062236151976461596,1590331.3199999696,0.16091259106362005,-36.47017242609388,86.61301444659311,65,19,29,2,7764300.0,0.7856058766391452,1.0622361519764616,0.056083772324296545
PRJ-2019-140,Boston Senior Living - HVAC Upgrade,11399000.0,DPR Construction,5994600.0,2639800.0,2808300.0,745300.0,12188000.0,3130315.0600000266,5199041.28,8329356.340000027,2088800.0,391900.0,13487800.0,-0.06921659794718837,1604843.659999974,0.11898483518438693,-47.78108531011199,96.94830214410185,69,21,30,1,11317400.0,0.8390842094337104,1.0692165979471884,0.054334119195131314
PRJ-2019-160,Cincinnati Apartment Complex - MEP,6817000.0,JE Dunn,3264900.0,1266700.0,1475900.0,326400.0,6333900.0,1692756.6000000308,2839337.920000001,4532094.520000031,1122700.0,171300.0,7939700.0,0.07086695027138035,1605305.4799999688,0.20218717079990034,-48.1528806395286,124.15235809583965,52,12,16,2,6770600.0,0.8527526228950716,0.9291330497286197,0.05092310813552445
PRJ-2022-375,Pittsburgh Mixed-Income Housing - Climate Control,11214000.0,Mortenson,5317100.0,2315500.0,2589900.0,688600.0,10911100.0,3476017.7400000133,4872325.489999999,8348343.230000013,2024700.0,443300.0,13238700.0,0.02701087925807022,1611856.7699999884,0.12175340252441617,-34.62568430159273,110.42217620384362,74,13,25,2,11148900.0,0.8421446214507466,0.9729891207419298,0.056614988359998016
PRJ-2021-287,Minneapolis Corporate Campus - HVAC Systems,9202000.0,Mortenson,4154300.0,1688800.0,2072400.0,555700.0,8471200.0,1090014.0299999989,3950247.980000001,5040262.01,85300.0,123700.0,9287300.0,0.07941751793088458,1618937.9900000002,0.17431740010552046,-73.7617882675782,133.908572951208,42,10,13,0,9128200.0,0.9828690792803075,0.9205824820691154,0.054135577075726304
PRJ-2021-245,Phoenix Residential Tower - HVAC Systems,9375000.0,Mortenson,4906600.0,2274800.0,2752500.0,656300.0,10590200.0,1176216.750000002,4494076.67,5670293.420000002,1344600.0,400600.0,10719600.0,-0.12962133333333337,1640506.5799999982,0.15303804059852963,-76.0278655280642,97.55919949006507,39,11,16,2,9302500.0,0.867802903093399,1.1296213333333334,0.05071502285124576
PRJ-2020-167,Minneapolis Mixed-Use Tower - Mechanical,10960000.0,Turner Construction,5102900.0,2239700.0,2735200.0,648800.0,10726600.0,1755733.390000031,4827610.65,6583344.040000032,648500.0,488800.0,11608500.0,0.021295620437956186,1641155.9599999674,0.14137536804927142,-65.59341962413468,115.54720051792651,33,9,12,0,10884400.0,0.9376232932764784,0.9787043795620438,0.05381825311243996
PRJ-2019-097,Cincinnati Mixed-Use Tower - Mechanical,8337000.0,DPR Construction,4238200.0,1704900.0,2025400.0,454400.0,8422900.0,1403924.2000000114,3730037.45,5133961.650000012,931800.0,0.0,9268800.0,-0.010303466474751,1655038.3499999885,0.17856015341791692,-66.87451748383721,118.78335679511997,46,12,23,1,8287400.0,0.8941179009148973,1.010303466474751,0.053503497361639465
PRJ-2018-075,Indianapolis Senior Living - HVAC Upgrade,11890000.0,Skanska USA,5620400.0,2343900.0,2803000.0,617500.0,11384800.0,3829494.4899999965,5273609.120000002,9103103.61,2301300.0,1054700.0,14191300.0,0.042489486963835144,1667696.3900000006,0.11751540662236727,-31.864378158138273,124.9929229062674,53,17,20,2,11823600.0,0.8331583434921396,0.9575105130361649,0.05423470303247802
PRJ-2022-378,Raleigh Elementary Campus - Climate Systems,9195000.0,DPR Construction,4715800.0,2081400.0,2298800.0,581500.0,9677500.0,649392.9199999989,4003041.069999999,4652433.989999997,49300.0,0.0,9244300.0,-0.05247417074497007,1711566.0100000026,0.18514825460013226,-86.22942194325461,92.32444844815984,28,8,11,1,9129400.0,0.9875707192540268,1.05247417074497,0.06096911608093717
PRJ-2023-392,Las Vegas Corporate Campus - HVAC Systems,9070000.0,DPR Construction,4848000.0,2032600.0,2334500.0,524900.0,9740000.0,868685.0599999975,3893722.9,4762407.959999997,277000.0,381400.0,9347000.0,-0.07386990077177513,1725192.0400000028,0.18457173852573047,-82.08157879537958,91.56365738463053,24,3,3,0,8992200.0,0.9620412966727292,1.0738699007717751,0.05711422845691383
PRJ-2023-391,Pittsburgh Regional Medical Center - HVAC Upgrade,9340000.0,Mortenson,4756100.0,1882900.0,2596800.0,660900.0,9896700.0,2413343.5000000317,4197866.900000001,6611210.400000033,2306800.0,249600.0,11646800.0,-0.05960385438972171,1777889.599999968,0.15265047910155305,-49.2579319190086,122.94688512401089,97,23,34,1,9276800.0,0.7965106295291411,1.0596038543897217,0.05103202846975089
PRJ-2021-248,San Antonio Elementary Campus - Climate Systems,10337000.0,JE Dunn,4911200.0,2046800.0,2782700.0,494800.0,10235500.0,1448029.0900000134,4782079.459999999,6230108.550000012,955500.0,0.0,11292500.0,0.009819096449646847,1784891.449999988,0.15805990259021369,-70.51577842482462,133.63687023646662,36,10,10,2,10275000.0,0.9098959486384769,0.9901809035503532,0.056025748003337705
PRJ-2019-136,Salt Lake City Medical Campus - New HVAC Installation,8264000.0,Skanska USA,4616300.0,1741600.0,2138700.0,452800.0,8949400.0,1088900.8399999978,3563807.5199999996,4652708.359999998,768500.0,126800.0,9032500.0,-0.0829380445304937,1788291.6400000025,0.19798412842513174,-76.41182678768715,104.62836012861736,37,14,13,0,8200500.0,0.9078881815665651,1.0829380445304937,0.0505591431721531
PRJ-2019-105,Raleigh Mixed-Income Housing - Climate Control,14305000.0,DPR Construction,7551300.0,3142800.0,4268400.0,983600.0,15946100.0,864421.9999999959,6995682.629999999,7860104.629999995,597300.0,0.0,14902300.0,-0.11472212513107305,1790195.3700000048,0.12012879689712358,-88.55267304967363,122.59394902634591,28,11,5,0,14194900.0,0.9525308173906042,1.114722125131073,0.056490384615384616
PRJ-2019-096,Portland Regional Medical Center - HVAC Upgrade,9588000.0,JE Dunn,4543100.0,1964400.0,2249300.0,523100.0,9279900.0,1220889.400000004,4189676.99,5410566.390000004,419900.0,0.0,10007900.0,0.03213391739674598,1824933.6099999957,0.18234930504901084,-73.12651273359592,113.28023773162288,44,12,10,1,9515700.0,0.9508188531060462,0.967866082603254,0.0530377437912165
PRJ-2019-133,Oklahoma City Elementary Campus - Climate Systems,8572000.0,Turner Construction,4796600.0,1940800.0,2046300.0,486000.0,9269700.0,1178608.9200000009,3547191.1499999994,4725800.07,511700.0,619600.0,9083700.0,-0.08139290713952407,1825599.9299999997,0.20097536576505165,-75.42824250510776,82.7695357584501,30,8,7,2,8507600.0,0.9365787069145832,1.081392907139524,0.05638547158758055
PRJ-2018-004,Houston Data Center - Precision Cooling Systems,11221000.0,JE Dunn,5953500.0,2079200.0,2771700.0,728700.0,11533100.0,1801300.7300000275,4652851.730000003,6454152.460000031,593600.0,510700.0,11814600.0,-0.0278139203279566,1860047.5399999693,0.15743635332554376,-69.74383589485132,123.78086427472121,55,16,15,0,11143200.0,0.9431720075161241,1.0278139203279566,0.05667433831990794
PRJ-2020-187,Las Vegas Corporate Campus - HVAC Systems,10850000.0,DPR Construction,5648300.0,2292200.0,2620400.0,623400.0,11184300.0,1893747.3400000334,4513808.380000001,6407555.720000034,663000.0,-69600.0,11513000.0,-0.03081105990783417,1861644.2799999658,0.1616993207678247,-66.4722599720264,96.92035511735455,60,6,23,1,10772500.0,0.9356814036306783,1.0308110599078342,0.05420252700970518
PRJ-2019-138,Albuquerque Elementary Campus - Climate Systems,12417000.0,Turner Construction,6375600.0,2810400.0,3227100.0,849600.0,13262700.0,3612764.9900000095,5445355.939999998,9058120.930000007,2613700.0,-50700.0,15030700.0,-0.06810823870500116,1895879.0699999928,0.1261337841883607,-43.33450985005318,93.75732778252197,60,18,21,0,12335900.0,0.8207136061527407,1.0681082387050012,0.05463623395149786
PRJ-2019-139,Sacramento Colocation Facility - HVAC,7332000.0,Turner Construction,3549600.0,1453600.0,1662200.0,443900.0,7109300.0,1334079.010000008,3118915.870000001,4452994.880000009,1153100.0,0.0,8485100.0,0.030373704309874516,1926005.1199999908,0.2269867320361564,-62.416074768987826,114.56493326912502,47,14,15,1,7279100.0,0.8578684988980684,0.9696262956901255,0.05076207698269181
PRJ-2018-005,Phoenix Senior Living - HVAC Upgrade,7700000.0,Skanska USA,3651300.0,1631500.0,1773800.0,384100.0,7440700.0,1095348.349999998,3349216.83,4444565.179999998,831000.0,-92100.0,8531000.0,0.033675324675324636,1928534.8200000022,0.22606198804360592,-70.00114068961744,105.2845130248238,36,9,11,0,7639600.0,0.8955104911499238,0.9663246753246754,0.055714285714285716
PRJ-2018-057,Sacramento Office Park - Core & Shell MEP,14417000.0,Mortenson,6962300.0,3227000.0,3298900.0,855000.0,14343200.0,2158716.800000041,7181530.920000001,9340247.720000042,1011400.0,0.0,15428400.0,0.005118956787126261,1934252.2799999584,0.1253695963288454,-68.99420019246455,122.54511682677412,33,5,10,0,14319700.0,0.9281390163594411,0.9948810432128737,0.05384676839498282
PRJ-2019-112,Atlanta Mixed-Use Tower - Mechanical,10030000.0,Turner Construction,5074600.0,2271800.0,2100500.0,580200.0,10027100.0,1303750.9400000079,4797836.35,6101587.2900000075,687100.0,148600.0,10717100.0,0.0002891326021934315,1934812.7099999934,0.1805350990473163,-74.30830134394813,111.19096531384804,38,13,15,1,9951700.0,0.9285814259454517,0.9997108673978066,0.05090765588003157
PRJ-2022-328,Richmond High School - New Construction,15085000.0,DPR Construction,8255000.0,3045800.0,4462900.0,876400.0,16640100.0,2267776.490000034,6775763.980000001,9043540.470000036,1236100.0,1526200.0,16321100.0,-0.10308916141862778,1938259.529999964,0.11875789805833945,-72.52844954572944,122.46253792107167,61,12,24,2,14984700.0,0.9181182640875921,1.1030891614186278,0.059137326627038564
PRJ-2019-144,Richmond Data Center - Precision Cooling Systems,8799000.0,DPR Construction,4312800.0,1723800.0,1804100.0,484100.0,8324800.0,2407015.28000003,3611701.1999999993,6018716.480000029,1449800.0,300400.0,10248800.0,0.053892487782702614,1941883.5199999707,0.1894742330809432,-44.18903542941871,109.51973546815172,97,19,36,2,8733100.0,0.8521095152603232,0.9461075122172974,0.05382355049093385
PRJ-2020-238,Nashville Middle School - HVAC Systems,9628000.0,Turner Construction,4747400.0,1784100.0,2261900.0,622800.0,9416200.0,1421182.7700000133,4009757.58,5430940.350000014,645000.0,283900.0,10273000.0,0.021998338180307386,1957359.6499999864,0.190534376520976,-70.06397670303717,124.7495981166975,38,5,12,2,9570000.0,0.9315681884551738,0.9780016618196926,0.05167580743449116
PRJ-2018-029,Kansas City Colocation Facility - HVAC,9526000.0,JE Dunn,4438000.0,1802600.0,2686900.0,567300.0,9494800.0,1956345.310000044,4435357.47,6391702.780000044,2096900.0,25100.0,11622900.0,0.003275246693260514,1976997.219999956,0.17009500382864481,-55.9183120775114,146.05333795628533,40,14,11,0,9464600.0,0.814306240267059,0.9967247533067395,0.056718791412668966
PRJ-2020-183,Kansas City Elementary Campus - Climate Systems,14144000.0,Turner Construction,7500500.0,3198800.0,3251600.0,902200.0,14853100.0,4328496.679999999,5839290.720000001,10167787.399999999,2204300.0,474200.0,16348300.0,-0.050134332579185426,2026712.6000000015,0.12397084712171917,-42.29055822945139,82.54628985869704,54,9,19,2,14052900.0,0.8595939638983869,1.0501343325791854,0.05291215786123488
PRJ-2018-003,Las Vegas Elementary Campus - Climate Systems,11837000.0,Turner Construction,6383300.0,2345600.0,3167600.0,834700.0,12731200.0,1751514.5600000296,5128479.36,6879993.92000003,1084000.0,395600.0,12921000.0,-0.07554278955816507,2038706.0799999703,0.15778237597708925,-72.5609863236879,118.64253751705323,48,19,15,0,11765500.0,0.9105719371565668,1.075542789558165,0.050873938091983206
PRJ-2022-357,Chicago Corporate Campus - HVAC Systems,12804000.0,Skanska USA,5753900.0,2168300.0,3510100.0,780100.0,12212400.0,1193204.1000000022,5664929.819999998,6858133.920000001,393400.0,469100.0,13197400.0,0.0462043111527648,2049066.0799999982,0.15526286086653418,-79.26268965397378,161.26134852188346,41,14,13,1,12701400.0,0.9624168396805431,0.9537956888472352,0.0587467362924282
PRJ-2021-308,Phoenix Middle School - HVAC Systems,11781000.0,DPR Construction,5989200.0,2447000.0,2936000.0,700200.0,12072400.0,3729091.7800000035,5043033.640000001,8772125.420000004,2676700.0,558400.0,14457700.0,-0.024734742381801178,2049374.5799999963,0.1417496960097385,-37.73639584585582,106.09046342460155,75,15,31,3,11706700.0,0.8097207716303423,1.0247347423818012,0.055753811929369235
PRJ-2018-065,Richmond Residential Tower - HVAC Systems,10603000.0,Skanska USA,5275200.0,2115300.0,2603700.0,642200.0,10636400.0,1726598.5000000256,4521697.56,6248296.060000025,959600.0,517800.0,11562600.0,-0.0031500518721117032,2068403.9399999753,0.17888744227076742,-67.26951584773988,113.76152602467732,40,9,15,1,10527500.0,0.9104786120768685,1.0031500518721117,0.0534358769476628
PRJ-2020-220,Portland Apartment Complex - MEP,16642000.0,Skanska USA,8139600.0,3946700.0,4129600.0,861100.0,17077000.0,3104637.3900000216,7896880.180000001,11001517.570000023,1448700.0,1110200.0,18090700.0,-0.026138685254176286,2098482.4299999774,0.11599785690990273,-61.85761720477638,100.0881794917273,71,17,26,2,16531800.0,0.9138286522909561,1.0261386852541763,0.05584292786028144
PRJ-2021-242,Sacramento Office Park - Core & Shell MEP,12997000.0,Turner Construction,6388300.0,2763400.0,3400300.0,748200.0,13300200.0,2427093.700000033,5884337.86,8311431.560000033,1568200.0,741500.0,14565200.0,-0.023328460413941654,2105268.439999968,0.14454099085491223,-62.007205359797865,112.93833176521679,97,19,35,0,12910200.0,0.8863729986543267,1.0233284604139417,0.052329698343010905
PRJ-2021-267,Raleigh Corporate Campus - HVAC Systems,11491000.0,JE Dunn,5629400.0,2258300.0,2752700.0,638900.0,11279300.0,3506680.8400000185,4710448.989999999,8217129.830000018,2232000.0,156700.0,13723000.0,0.018423113741188768,2114270.169999983,0.15406763608540283,-37.70773368387362,108.58384581322231,84,23,33,2,11418900.0,0.832099395175982,0.9815768862588112,0.052269601100412656
PRJ-2019-108,Richmond Elementary Campus - Climate Systems,10813000.0,JE Dunn,5218400.0,2162800.0,2561900.0,615300.0,10558400.0,3243597.840000022,4560810.719999999,7804408.560000021,2288000.0,369200.0,13101000.0,0.023545731989272123,2119391.439999979,0.1617732570032806,-37.84305840870722,110.87528759016085,94,17,33,2,10742000.0,0.8199374093580643,0.9764542680107279,0.053754856565011444
PRJ-2023-387,Sacramento Office Park - Core & Shell MEP,6827000.0,DPR Construction,3308300.0,1256700.0,1517200.0,429700.0,6511900.0,2272580.0400000373,2885646.640000001,5158226.680000039,2402300.0,197400.0,9229300.0,0.046154972901713776,2124173.319999961,0.23015540940265905,-31.306712208686115,129.62096283918206,77,23,28,2,6779700.0,0.7345844213537321,0.9538450270982862,0.05345768880800728
PRJ-2019-125,Boston Mixed-Income Housing - Climate Control,14385000.0,DPR Construction,7347500.0,3453600.0,3058900.0,1057100.0,14917100.0,3609036.790000005,5908967.919999998,9518004.710000003,1381700.0,118800.0,15766700.0,-0.03698992005561341,2132695.2899999972,0.1352658000723041,-50.880751412044845,71.0958976140838,85,27,30,4,14284500.0,0.9059917420893402,1.0369899200556134,0.052656727828746176
PRJ-2022-335,Louisville Mixed-Income Housing - Climate Control,12951000.0,Mortenson,6456100.0,3027500.0,3193700.0,811700.0,13489000.0,1829434.6200000318,5639602.920000001,7469037.540000033,668200.0,567200.0,13619200.0,-0.04154119373021392,2144762.4599999674,0.157480796228851,-71.66347144560909,86.2792046242775,46,15,18,0,12867000.0,0.9447691494360902,1.041541193730214,0.05513808003005824
PRJ-2020-169,Portland Colocation Facility - HVAC,10657000.0,Skanska USA,5491800.0,2383200.0,2692500.0,635400.0,11202900.0,1095366.8099999977,4662776.03,5758142.839999998,680800.0,-302100.0,11337800.0,-0.05122454724594161,2251757.160000002,0.19860618109333397,-80.05450289522565,95.65189786841223,58,13,24,6,10566500.0,0.9319709291044118,1.0512245472459416,0.05566880978516544
PRJ-2020-198,Minneapolis Elementary Campus - Climate Systems,10617000.0,JE Dunn,5603100.0,2439500.0,2697300.0,656300.0,11396200.0,1500558.6100000166,4776302.14,6276860.750000017,1292400.0,381100.0,11909400.0,-0.0733917302439484,2278939.2499999832,0.19135634456815484,-73.21913565704669,95.79020864931339,50,10,11,1,10548500.0,0.885728920012763,1.0733917302439484,0.05315959409594096
PRJ-2023-385,Houston Senior Living - HVAC Upgrade,11398000.0,Mortenson,6366900.0,2625200.0,2802100.0,732200.0,12526400.0,2149642.3800000474,4918183.72,7067826.100000047,1506500.0,508600.0,12904500.0,-0.0989998245306194,2302373.899999954,0.17841635863458125,-66.23722093954598,87.34510589669358,49,18,20,4,11325900.0,0.877670580030222,1.0989998245306194,0.048901715568382235
PRJ-2020-231,Houston Medical Campus - New HVAC Installation,11391000.0,JE Dunn,5563200.0,1976800.0,2900500.0,655700.0,11096200.0,2734648.8000000278,4862181.070000001,7596829.870000029,2076500.0,1346000.0,13467500.0,0.025880080765516622,2314470.129999971,0.17185595916094085,-50.84396031061209,145.96221519627684,89,14,33,5,11314300.0,0.8401188045294227,0.9741199192344834,0.054827175208581644
PRJ-2022-379,Pittsburgh Data Center - Precision Cooling Systems,11816000.0,Mortenson,5682800.0,2190000.0,2773900.0,783500.0,11430200.0,2318254.540000038,4968529.909999998,7286784.4500000365,1354700.0,979400.0,13170700.0,0.032650643195666906,2326515.5499999635,0.17664327256713488,-59.20576933905755,126.87351187214605,66,14,15,0,11724700.0,0.8902108468038904,0.9673493568043331,0.05598096795777266
PRJ-2021-255,Louisville Apartment Complex - MEP,10826000.0,Mortenson,4958900.0,2111200.0,2537200.0,566000.0,10173300.0,1112060.9399999988,4513754.34,5625815.279999998,254200.0,59500.0,11080200.0,0.06029004249030112,2351184.7200000025,0.2121969567336332,-77.5744431224667,113.80041398256915,24,8,14,1,10746400.0,0.9698741899965705,0.9397099575096989,0.059430716296528
PRJ-2022-332,Louisville Mixed-Use Tower - Mechanical,11220000.0,Turner Construction,5829800.0,2530700.0,2448900.0,596600.0,11406000.0,2212364.120000043,4678206.069999999,6890570.190000042,1073200.0,564500.0,12293200.0,-0.016577540106951894,2357129.8099999577,0.19174257394331481,-62.050771553054254,84.85818429683485,37,9,16,1,11145100.0,0.9066069046302021,1.016577540106952,0.05638098217078511
PRJ-2020-178,Houston High School - New Construction,13653000.0,DPR Construction,6329000.0,2561500.0,3476200.0,818900.0,13185600.0,1223787.7200000023,6262291.840000001,7486079.560000003,492600.0,645200.0,14145600.0,0.03423423423423422,2364420.4399999976,0.16714882649021587,-80.66380597250746,144.47752644934613,58,18,21,0,13548500.0,0.9577889944576405,0.9657657657657658,0.05124223602484472
PRJ-2018-019,Oklahoma City Edge Data Center - Thermal Management,19967000.0,Mortenson,9643000.0,3765200.0,5478800.0,1032900.0,19919900.0,4179415.619999992,8951036.47,13130452.089999992,2044600.0,1839900.0,22011600.0,0.0023588921720839595,2369447.9100000076,0.10764541923349541,-56.65855418438254,137.7307040794646,66,13,30,2,19843200.0,0.9014883061658399,0.997641107827916,0.05311264822134387
PRJ-2022-359,Kansas City Cloud Campus Phase 1 - Cooling,8202000.0,JE Dunn,3973000.0,1609900.0,1872300.0,437200.0,7892400.0,759150.3399999981,3395724.7800000007,4154875.1199999987,632800.0,221200.0,8834800.0,0.03774689100219464,2370424.880000001,0.26830543758772135,-80.89226428391648,110.92768370706261,19,1,4,0,8126300.0,0.9198057680988817,0.9622531089978054,0.055693909893592936
PRJ-2018-038,Columbus Unified School District - HVAC Modernization,10084000.0,JE Dunn,5512200.0,2257200.0,2453100.0,581900.0,10804400.0,1189964.760000004,4351529.179999999,5541493.940000003,874900.0,351200.0,10958900.0,-0.07143990479968276,2382406.059999997,0.21739463449798765,-78.41216283879388,92.78438685096575,48,12,18,2,10013100.0,0.9136957176358941,1.0714399047996828,0.0560326007859118
PRJ-2021-263,Phoenix Elementary Campus - Climate Systems,9504000.0,DPR Construction,4156800.0,1871500.0,2256100.0,560300.0,8844700.0,1193665.2000000025,4292165.649999999,5485830.8500000015,1200400.0,303000.0,10704400.0,0.06937079124579126,2402169.1499999985,0.22440950917379754,-71.28403579676667,129.3436094042212,55,7,18,2,9427600.0,0.880721946115616,0.9306292087542087,0.054132291214358086
PRJ-2018-059,Atlanta Data Center - Precision Cooling Systems,13417000.0,DPR Construction,6649400.0,2470700.0,2915700.0,864100.0,12899900.0,2707105.270000023,5177799.949999999,7884905.220000022,676100.0,1164400.0,14093100.0,0.03854065737497203,2428394.779999979,0.17231090249838424,-59.28797680993739,109.5681365604889,84,23,27,3,13323600.0,0.9453988121846861,0.961459342625028,0.057350874952101165
PRJ-2019-093,Baltimore Middle School - HVAC Systems,10135000.0,JE Dunn,5047000.0,1917900.0,2440200.0,645800.0,10050900.0,1262338.0400000082,4297976.450000001,5560314.49000001,967300.0,284900.0,11102300.0,0.008297977306364057,2455985.5099999905,0.22121411869612517,-74.98834872201292,124.09804734344863,48,7,19,0,10065300.0,0.9065959305729443,0.9917020226936359,0.04848815036774721
