project_id,sov_line_id,actual_labor_cost,total_hours_st,total_hours_ot,total_effective_hours,avg_hourly_rate,avg_burden_multiplier,ot_share_of_raw_hours,first_date,last_date,budget_labor_hours,budget_labor_cost,productivity_factor,key_assumptions,labor_variance,pct_overrun
PRJ-2020-211,PRJ-2020-211-SOV-01,289276.41000000044,3218.0,166.0,3467.0,59.15110565110565,1.3960196560196536,0.04905437352245863,2020-01-03,2021-05-10,25311.0,1497900.0,1.0,Clear site access; no coordination delays; standard PM staffing,-1208623.5899999996,-0.8068786901662325
PRJ-2020-211,PRJ-2020-211-SOV-02,118238.81000000016,1308.0,68.0,1410.0,59.5609756097561,1.395853658536583,0.04941860465116279,2020-01-07,2020-05-29,11754.0,695600.0,1.0,Submittals prepared in-house; standard review cycles,-577361.1899999998,-0.8300189620471533
PRJ-2020-211,PRJ-2020-211-SOV-03,139568.8200000002,1528.0,84.0,1654.0,59.98186528497409,1.3962176165803082,0.052109181141439205,2020-02-26,2020-10-26,34932.0,2067300.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-1927731.1799999997,-0.9324873893484253
PRJ-2020-211,PRJ-2020-211-SOV-04,145343.35000000024,1588.0,106.0,1747.0,59.71393034825871,1.3960696517412914,0.06257378984651712,2020-02-24,2020-10-26,36654.0,2169200.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-2023856.6499999997,-0.9329967960538446
PRJ-2020-211,PRJ-2020-211-SOV-05,151327.79000000024,1702.0,94.0,1843.0,58.564516129032256,1.3951612903225794,0.052338530066815145,2020-02-25,2020-10-26,30895.0,1828400.0,0.9,Copper pricing based on current market rates,-1677072.2099999997,-0.9172348556114635
PRJ-2020-211,PRJ-2020-211-SOV-06,79774.65,862.0,46.0,931.0,60.908256880733944,1.3988073394495408,0.05066079295154185,2020-06-01,2020-10-26,21485.0,1271500.0,0.9,Refrigerant pricing per current market; lineset routing direct,-1191725.35,-0.9372594180102242
PRJ-2020-211,PRJ-2020-211-SOV-07,72782.15999999996,790.0,42.0,853.0,60.375,1.3979999999999995,0.05048076923076923,2020-06-01,2020-10-22,20935.0,1238900.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-1166117.84,-0.9412525950439907
PRJ-2020-211,PRJ-2020-211-SOV-08,81110.65999999997,904.0,20.0,934.0,61.900862068965516,1.3990517241379308,0.021645021645021644,2020-06-01,2020-10-23,7252.0,429100.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-347989.34,-0.8109749242600793
PRJ-2020-211,PRJ-2020-211-SOV-09,181741.16000000024,1976.0,102.0,2129.0,60.41,1.3965999999999987,0.04908565928777671,2020-06-01,2021-02-24,13916.0,823500.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-641758.8399999997,-0.7793064238008497
PRJ-2020-211,PRJ-2020-211-SOV-10,82358.09000000004,936.0,42.0,999.0,58.82051282051282,1.395470085470085,0.04294478527607362,2020-10-27,2021-02-25,37462.0,2217000.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-2134641.91,-0.9628515606675688
PRJ-2020-211,PRJ-2020-211-SOV-11,126339.78000000019,1356.0,104.0,1512.0,60.188235294117646,1.3971176470588216,0.07123287671232877,2020-10-27,2021-05-10,18493.0,1094400.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-968060.2199999999,-0.8845579495614033
PRJ-2020-211,PRJ-2020-211-SOV-12,92365.76000000004,1006.0,66.0,1105.0,60.046875,1.3971093749999988,0.061567164179104475,2020-10-27,2021-02-25,15806.0,935400.0,1.0,Insulation by specialty sub; pricing based on current bid,-843034.24,-0.901255334616207
PRJ-2020-211,PRJ-2020-211-SOV-13,35948.879999999976,452.0,18.0,479.0,54.82142857142857,1.3882142857142858,0.03829787234042553,2021-03-02,2021-05-07,10882.0,644000.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-608051.12,-0.9441787577639752
PRJ-2020-211,PRJ-2020-211-SOV-14,51013.62999999998,548.0,30.0,593.0,61.18840579710145,1.396666666666667,0.05190311418685121,2021-02-26,2021-05-10,8602.0,509000.0,0.95,Startup includes 2 weeks of system commissioning support,-457986.37,-0.8997767583497053
PRJ-2020-211,PRJ-2020-211-SOV-15,32740.75999999998,364.0,20.0,394.0,59.98936170212766,1.3963829787234048,0.052083333333333336,2021-02-26,2021-05-10,5084.0,300800.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-268059.24,-0.8911543882978723
PRJ-2020-212,PRJ-2020-212-SOV-01,636159.6699999998,7064.0,368.0,7616.0,59.68840579710145,1.3973355629877406,0.04951560818083961,2020-01-07,2022-01-13,22433.0,1512200.0,1.0,Clear site access; no coordination delays; standard PM staffing,-876040.3300000002,-0.5793151236608916
PRJ-2020-212,PRJ-2020-212-SOV-02,228254.18000000043,2550.0,122.0,2733.0,59.524844720496894,1.3972360248447206,0.04565868263473054,2020-01-07,2020-08-13,7571.0,510300.0,1.0,Submittals prepared in-house; standard review cycles,-282045.8199999996,-0.5527058984910829
PRJ-2020-212,PRJ-2020-212-SOV-03,346343.37000000034,3880.0,210.0,4195.0,58.98987854251012,1.3967813765182129,0.05134474327628362,2020-03-20,2021-03-24,25664.0,1730000.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-1383656.6299999997,-0.7998015202312136
PRJ-2020-212,PRJ-2020-212-SOV-04,366762.3100000007,3986.0,246.0,4355.0,59.951388888888886,1.3983730158730105,0.058128544423440454,2020-03-23,2021-03-24,34138.0,2301300.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-1934537.6899999992,-0.8406282057967233
PRJ-2020-212,PRJ-2020-212-SOV-05,324042.70000000054,3622.0,218.0,3949.0,58.94213973799127,1.3965938864628769,0.05677083333333333,2020-03-20,2021-03-24,29323.0,1976700.0,0.9,Copper pricing based on current market rates,-1652657.2999999993,-0.8360688521272825
PRJ-2020-212,PRJ-2020-212-SOV-06,184244.12000000014,1986.0,94.0,2127.0,61.868,1.4009999999999985,0.04519230769230769,2020-08-18,2021-03-24,15203.0,1024800.0,0.9,Refrigerant pricing per current market; lineset routing direct,-840555.8799999999,-0.8202145589383293
PRJ-2020-212,PRJ-2020-212-SOV-07,188489.12000000026,2084.0,120.0,2264.0,59.077651515151516,1.3961363636363626,0.0544464609800363,2020-08-17,2021-03-23,18503.0,1247300.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-1058810.8799999997,-0.8488822897458508
PRJ-2020-212,PRJ-2020-212-SOV-08,163671.8100000002,1886.0,106.0,2045.0,57.361570247933884,1.3947933884297499,0.05321285140562249,2020-08-17,2021-03-24,12314.0,830100.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-666428.1899999998,-0.8028288037585831
PRJ-2020-212,PRJ-2020-212-SOV-09,368829.26,4056.0,202.0,4359.0,60.0233918128655,1.3980311890838146,0.04744011272898074,2020-08-17,2021-09-23,6181.0,416600.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-47770.73999999999,-0.11466812289966392
PRJ-2020-212,PRJ-2020-212-SOV-10,190864.3600000003,2074.0,108.0,2236.0,60.67748091603053,1.3982442748091584,0.04949587534372136,2021-03-25,2021-09-24,19232.0,1296400.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-1105535.6399999997,-0.8527735575439677
PRJ-2020-212,PRJ-2020-212-SOV-11,247954.0300000004,2780.0,146.0,2999.0,59.17663817663818,1.3962678062678062,0.04989747095010253,2021-03-26,2022-01-13,14207.0,957700.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-709745.9699999996,-0.7410942570742399
PRJ-2020-212,PRJ-2020-212-SOV-12,197933.5100000003,2178.0,130.0,2373.0,59.55054151624549,1.3972202166064978,0.05632582322357019,2021-03-25,2021-09-24,15937.0,1074300.0,1.0,Insulation by specialty sub; pricing based on current bid,-876366.4899999998,-0.8157558317043654
PRJ-2020-212,PRJ-2020-212-SOV-13,48204.34999999997,504.0,28.0,546.0,61.859375,1.3996875000000009,0.05263157894736842,2021-09-27,2022-01-12,10801.0,728100.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-679895.65,-0.9337943277022387
PRJ-2020-212,PRJ-2020-212-SOV-14,52382.42999999996,556.0,30.0,601.0,61.59154929577465,1.3984507042253524,0.051194539249146756,2021-09-29,2022-01-12,9783.0,659400.0,0.95,Startup includes 2 weeks of system commissioning support,-607017.5700000001,-0.9205604640582349
PRJ-2020-212,PRJ-2020-212-SOV-15,48706.52999999998,584.0,22.0,617.0,56.41891891891892,1.391891891891892,0.036303630363036306,2021-09-28,2022-01-13,3926.0,264600.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-215893.47000000003,-0.8159239229024945
PRJ-2020-213,PRJ-2020-213-SOV-01,276644.2300000004,2962.0,178.0,3229.0,61.05968169761273,1.3979310344827582,0.056687898089171976,2020-01-03,2021-01-06,2368.0,160700.0,1.0,Clear site access; no coordination delays; standard PM staffing,115944.23000000039,0.721494897324209
PRJ-2020-213,PRJ-2020-213-SOV-02,85277.56000000004,926.0,42.0,989.0,61.13865546218487,1.398571428571427,0.04338842975206612,2020-01-03,2020-04-23,944.0,64000.0,1.0,Submittals prepared in-house; standard review cycles,21277.56000000004,0.33246187500000063
PRJ-2020-213,PRJ-2020-213-SOV-03,104307.71000000004,1156.0,82.0,1279.0,58.407534246575345,1.3941780821917793,0.06623586429725363,2020-02-13,2020-08-12,3252.0,220700.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-116392.28999999996,-0.5273778432260986
PRJ-2020-213,PRJ-2020-213-SOV-04,110546.91000000012,1202.0,62.0,1295.0,60.8474025974026,1.3985064935064915,0.0490506329113924,2020-02-11,2020-08-12,3288.0,223100.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-112553.08999999988,-0.5044961452263553
PRJ-2020-213,PRJ-2020-213-SOV-05,119469.2500000001,1260.0,74.0,1371.0,61.834375,1.3996249999999975,0.05547226386806597,2020-02-13,2020-08-11,2788.0,189200.0,0.9,Copper pricing based on current market rates,-69730.7499999999,-0.3685557610993652
PRJ-2020-213,PRJ-2020-213-SOV-06,57810.57999999996,660.0,22.0,693.0,58.95783132530121,1.394698795180723,0.03225806451612903,2020-04-27,2020-08-12,1740.0,118000.0,0.9,Refrigerant pricing per current market; lineset routing direct,-60189.42000000004,-0.5100798305084749
PRJ-2020-213,PRJ-2020-213-SOV-07,56333.179999999986,612.0,48.0,684.0,58.416666666666664,1.3951282051282055,0.07272727272727272,2020-04-27,2020-08-11,1400.0,95000.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-38666.820000000014,-0.40701915789473697
PRJ-2020-213,PRJ-2020-213-SOV-08,56920.92999999995,644.0,26.0,683.0,59.851851851851855,1.3985185185185192,0.03880597014925373,2020-04-24,2020-08-12,580.0,39300.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,17620.92999999995,0.4483697201017799
PRJ-2020-213,PRJ-2020-213-SOV-09,138193.52000000016,1510.0,98.0,1657.0,59.4921875,1.3967708333333313,0.060945273631840796,2020-04-24,2020-11-12,1025.0,69500.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,68693.52000000016,0.9883959712230239
PRJ-2020-213,PRJ-2020-213-SOV-10,77059.95999999998,820.0,52.0,898.0,60.55714285714286,1.3971428571428568,0.05963302752293578,2020-08-13,2020-11-12,2643.0,179300.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-102240.04000000002,-0.5702177356385947
PRJ-2020-213,PRJ-2020-213-SOV-11,99795.0400000001,1114.0,84.0,1240.0,57.75352112676056,1.3940140845070403,0.07011686143572621,2020-08-14,2021-01-05,908.0,61600.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,38195.040000000095,0.6200493506493522
PRJ-2020-213,PRJ-2020-213-SOV-12,63468.44999999993,698.0,40.0,758.0,59.842696629213485,1.397191011235955,0.05420054200542006,2020-08-13,2020-11-11,1574.0,106800.0,1.0,Insulation by specialty sub; pricing based on current bid,-43331.55000000007,-0.40572612359550625
PRJ-2020-213,PRJ-2020-213-SOV-13,25596.85999999999,292.0,14.0,313.0,58.41891891891892,1.3972972972972975,0.0457516339869281,2020-11-13,2021-01-06,990.0,67100.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-41503.140000000014,-0.6185266766020866
PRJ-2020-213,PRJ-2020-213-SOV-14,24722.71,240.0,22.0,273.0,63.53333333333333,1.4006666666666667,0.08396946564885496,2020-11-16,2021-01-04,660.0,44700.0,0.95,Startup includes 2 weeks of system commissioning support,-19977.29,-0.4469192393736018
PRJ-2020-213,PRJ-2020-213-SOV-15,28953.409999999985,292.0,22.0,325.0,63.24324324324324,1.4002702702702705,0.07006369426751592,2020-11-17,2021-01-06,394.0,26700.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",2253.4099999999853,0.084397378277153
PRJ-2020-214,PRJ-2020-214-SOV-01,239268.00000000032,2568.0,142.0,2781.0,61.10606060606061,1.3983030303030306,0.05239852398523985,2020-01-15,2020-12-16,7979.0,484800.0,1.0,Clear site access; no coordination delays; standard PM staffing,-245531.99999999968,-0.5064603960396034
PRJ-2020-214,PRJ-2020-214-SOV-02,83342.36,954.0,54.0,1035.0,57.35950413223141,1.3925619834710736,0.05357142857142857,2020-01-15,2020-04-23,2567.0,155900.0,1.0,Submittals prepared in-house; standard review cycles,-72557.64,-0.4654114175753688
PRJ-2020-214,PRJ-2020-214-SOV-03,108679.13000000006,1174.0,56.0,1258.0,62.01360544217687,1.3994557823129226,0.04552845528455285,2020-02-19,2020-08-05,9432.0,573100.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-464420.86999999994,-0.8103662013610189
PRJ-2020-214,PRJ-2020-214-SOV-04,120710.85000000015,1322.0,68.0,1424.0,60.32934131736527,1.3978443113772427,0.04892086330935252,2020-02-19,2020-08-05,16345.0,993200.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-872489.1499999999,-0.8784626963350785
PRJ-2020-214,PRJ-2020-214-SOV-05,101678.86000000009,1136.0,52.0,1214.0,59.94444444444444,1.396874999999998,0.04377104377104377,2020-02-19,2020-08-05,10516.0,639000.0,0.9,Copper pricing based on current market rates,-537321.1399999999,-0.8408781533646321
PRJ-2020-214,PRJ-2020-214-SOV-06,52979.12999999996,574.0,42.0,637.0,58.858108108108105,1.3949999999999996,0.06818181818181818,2020-04-27,2020-08-05,6100.0,370600.0,0.9,Refrigerant pricing per current market; lineset routing direct,-317620.87000000005,-0.8570449811117109
PRJ-2020-214,PRJ-2020-214-SOV-07,58669.02999999997,650.0,50.0,725.0,57.75609756097561,1.3948780487804877,0.07142857142857142,2020-04-28,2020-08-05,4955.0,301000.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-242330.97000000003,-0.8050862790697676
PRJ-2020-214,PRJ-2020-214-SOV-08,58852.13999999995,632.0,42.0,695.0,60.82716049382716,1.3979012345679018,0.06231454005934718,2020-04-27,2020-08-05,4188.0,254400.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-195547.86000000004,-0.7686629716981134
PRJ-2020-214,PRJ-2020-214-SOV-09,112275.12000000011,1232.0,88.0,1364.0,58.97115384615385,1.3966666666666645,0.06666666666666667,2020-04-27,2020-10-28,2922.0,177500.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-65224.87999999989,-0.3674641126760557
PRJ-2020-214,PRJ-2020-214-SOV-10,65379.26999999994,710.0,42.0,773.0,60.62637362637363,1.3975824175824179,0.05585106382978723,2020-08-06,2020-10-28,6841.0,415600.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-350220.73000000004,-0.8426870307988451
PRJ-2020-214,PRJ-2020-214-SOV-11,81549.57999999999,884.0,48.0,956.0,60.81818181818182,1.3979090909090905,0.05150214592274678,2020-08-06,2020-12-11,4351.0,264300.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-182750.42,-0.6914506999621642
PRJ-2020-214,PRJ-2020-214-SOV-12,71244.79999999997,740.0,46.0,809.0,62.3936170212766,1.3994680851063834,0.058524173027989825,2020-08-06,2020-10-27,7103.0,431600.0,1.0,Insulation by specialty sub; pricing based on current bid,-360355.2,-0.8349286376274329
PRJ-2020-214,PRJ-2020-214-SOV-13,28870.990000000005,350.0,20.0,380.0,53.888888888888886,1.3895555555555563,0.05405405405405406,2020-10-29,2020-12-17,3758.0,228300.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-199429.01,-0.8735392466053439
PRJ-2020-214,PRJ-2020-214-SOV-14,26180.979999999992,282.0,14.0,303.0,61.07142857142857,1.3977142857142861,0.0472972972972973,2020-10-29,2020-12-17,3166.0,192300.0,0.95,Startup includes 2 weeks of system commissioning support,-166119.02000000002,-0.8638534581383256
PRJ-2020-214,PRJ-2020-214-SOV-15,31665.03999999998,308.0,34.0,359.0,63.46153846153846,1.4015384615384616,0.09941520467836257,2020-10-29,2020-12-15,2084.0,126600.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-94934.96000000002,-0.7498812006319117
PRJ-2020-215,PRJ-2020-215-SOV-01,552093.0600000004,6052.0,304.0,6508.0,60.431937172774866,1.397945026178003,0.04782882315921964,2020-03-11,2021-11-16,20352.0,1297600.0,1.0,Clear site access; no coordination delays; standard PM staffing,-745506.9399999996,-0.5745275431565965
PRJ-2020-215,PRJ-2020-215-SOV-02,168991.2900000003,1820.0,106.0,1979.0,61.03478260869565,1.3986086956521724,0.055036344755970926,2020-03-11,2020-09-10,8024.0,511600.0,1.0,Submittals prepared in-house; standard review cycles,-342608.70999999973,-0.6696808248631738
PRJ-2020-215,PRJ-2020-215-SOV-03,280517.9900000003,3062.0,174.0,3323.0,59.79503916449086,1.3970757180156643,0.05377008652657602,2020-05-12,2021-03-15,20907.0,1333000.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-1052482.0099999998,-0.7895588972243059
PRJ-2020-215,PRJ-2020-215-SOV-04,279705.01000000053,3108.0,196.0,3402.0,58.90989847715736,1.3965482233502524,0.059322033898305086,2020-05-13,2021-03-12,27107.0,1728300.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-1448594.9899999995,-0.8381617716831565
PRJ-2020-215,PRJ-2020-215-SOV-05,299578.05000000045,3268.0,184.0,3544.0,60.01932367149758,1.397560386473428,0.05330243337195829,2020-05-13,2021-03-15,23564.0,1502400.0,0.9,Copper pricing based on current market rates,-1202821.9499999995,-0.8006003394568687
PRJ-2020-215,PRJ-2020-215-SOV-06,132795.1700000002,1454.0,108.0,1616.0,59.30748663101604,1.39700534759358,0.06914212548015365,2020-09-14,2021-03-12,13535.0,863000.0,0.9,Refrigerant pricing per current market; lineset routing direct,-730204.8299999998,-0.8461237891077634
PRJ-2020-215,PRJ-2020-215-SOV-07,154208.66000000024,1684.0,114.0,1855.0,58.96948356807512,1.3978403755868523,0.06340378197997776,2020-09-11,2021-03-15,18531.0,1181500.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-1027291.3399999997,-0.8694806093948368
PRJ-2020-215,PRJ-2020-215-SOV-08,169247.9200000001,1796.0,122.0,1979.0,60.59471365638767,1.3993392070484567,0.06360792492179354,2020-09-11,2021-03-15,8347.0,532200.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-362952.0799999999,-0.6819843667794061
PRJ-2020-215,PRJ-2020-215-SOV-09,286247.62000000017,3096.0,214.0,3417.0,59.61548223350254,1.3974365482233486,0.06465256797583081,2020-09-11,2021-08-16,8774.0,559400.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-273152.37999999983,-0.4882952806578474
PRJ-2020-215,PRJ-2020-215-SOV-10,152862.33000000022,1712.0,92.0,1850.0,58.69266055045872,1.3963761467889888,0.050997782705099776,2021-03-16,2021-08-16,13756.0,877100.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-724237.6699999998,-0.8257184699578153
PRJ-2020-215,PRJ-2020-215-SOV-11,217303.0200000003,2214.0,190.0,2499.0,61.67657342657343,1.3990559440559427,0.07903494176372712,2021-03-16,2021-11-15,8288.0,528400.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-311096.9799999997,-0.5887528009084021
PRJ-2020-215,PRJ-2020-215-SOV-12,146388.05000000025,1606.0,100.0,1756.0,58.916666666666664,1.3962254901960758,0.05861664712778429,2021-03-16,2021-08-13,11779.0,751000.0,1.0,Insulation by specialty sub; pricing based on current bid,-604611.9499999997,-0.8050758322237014
PRJ-2020-215,PRJ-2020-215-SOV-13,52351.36999999997,594.0,46.0,663.0,57.188311688311686,1.3931168831168834,0.071875,2021-08-17,2021-11-15,4829.0,307900.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-255548.63000000003,-0.8299728158493018
PRJ-2020-215,PRJ-2020-215-SOV-14,49488.73999999997,514.0,38.0,571.0,61.34615384615385,1.3984615384615393,0.06884057971014493,2021-08-19,2021-11-16,5671.0,361500.0,0.95,Startup includes 2 weeks of system commissioning support,-312011.26,-0.8631016874135546
PRJ-2020-215,PRJ-2020-215-SOV-15,39462.879999999976,480.0,18.0,507.0,55.442622950819676,1.3886885245901641,0.03614457831325301,2021-08-17,2021-11-15,3583.0,228400.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-188937.12000000002,-0.8272203152364275
PRJ-2020-216,PRJ-2020-216-SOV-01,375321.84000000026,4230.0,174.0,4491.0,59.786380597014926,1.3972761194029781,0.039509536784741145,2020-02-18,2021-08-24,36896.0,2256800.0,1.0,Clear site access; no coordination delays; standard PM staffing,-1881478.1599999997,-0.8336929103154909
PRJ-2020-216,PRJ-2020-216-SOV-02,119290.30000000013,1318.0,90.0,1453.0,58.619760479041915,1.3949700598802373,0.06392045454545454,2020-02-18,2020-07-30,10531.0,644100.0,1.0,Submittals prepared in-house; standard review cycles,-524809.6999999998,-0.814795373389225
PRJ-2020-216,PRJ-2020-216-SOV-03,161516.93000000014,1772.0,86.0,1901.0,60.1431718061674,1.3959911894273103,0.04628632938643703,2020-04-15,2021-01-13,40973.0,2506100.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-2344583.07,-0.9355504848170464
PRJ-2020-216,PRJ-2020-216-SOV-04,157417.8300000002,1722.0,102.0,1875.0,59.8394495412844,1.3972477064220163,0.05592105263157895,2020-04-15,2021-01-13,62157.0,3801900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-3644482.17,-0.9585949577842657
PRJ-2020-216,PRJ-2020-216-SOV-05,155200.8900000002,1668.0,118.0,1845.0,60.76303317535545,1.398341232227487,0.06606942889137737,2020-04-15,2021-01-14,59933.0,3665900.0,0.9,Copper pricing based on current market rates,-3510699.11,-0.9576636323958646
PRJ-2020-216,PRJ-2020-216-SOV-06,96926.69000000006,1032.0,52.0,1110.0,61.98106060606061,1.398484848484847,0.04797047970479705,2020-08-03,2021-01-13,30692.0,1877300.0,0.9,Refrigerant pricing per current market; lineset routing direct,-1780373.31,-0.9483690992382677
PRJ-2020-216,PRJ-2020-216-SOV-07,99922.60000000006,1164.0,38.0,1221.0,58.5777027027027,1.396689189189187,0.03161397670549085,2020-08-03,2021-01-14,29407.0,1798700.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-1698777.4,-0.9444473230666592
PRJ-2020-216,PRJ-2020-216-SOV-08,98496.79000000008,1098.0,80.0,1218.0,58.20863309352518,1.3936690647482,0.06791171477079797,2020-08-03,2021-01-13,14477.0,885500.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-787003.21,-0.8887670355731225
PRJ-2020-216,PRJ-2020-216-SOV-09,182653.56000000035,2018.0,120.0,2198.0,59.803088803088805,1.396795366795366,0.05612722170252572,2020-08-03,2021-06-02,10445.0,638800.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-456146.43999999965,-0.7140676894176575
PRJ-2020-216,PRJ-2020-216-SOV-10,99192.97000000004,1088.0,64.0,1184.0,59.492805755395686,1.395539568345322,0.05555555555555555,2021-01-15,2021-06-02,36487.0,2231700.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-2132507.03,-0.9555527311018505
PRJ-2020-216,PRJ-2020-216-SOV-11,136556.16000000024,1512.0,88.0,1644.0,59.424083769633505,1.395706806282721,0.055,2021-01-18,2021-08-23,26842.0,1641800.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-1505243.8399999999,-0.9168253380436105
PRJ-2020-216,PRJ-2020-216-SOV-12,102351.2300000001,1116.0,56.0,1200.0,60.95,1.3966428571428555,0.04778156996587031,2021-01-15,2021-06-02,19711.0,1205600.0,1.0,Insulation by specialty sub; pricing based on current bid,-1103248.77,-0.9151034920371599
PRJ-2020-216,PRJ-2020-216-SOV-13,41590.339999999975,464.0,18.0,491.0,60.07627118644068,1.3957627118644071,0.03734439834024896,2021-06-03,2021-08-24,12665.0,774600.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-733009.66,-0.9463073328169378
PRJ-2020-216,PRJ-2020-216-SOV-14,40227.80999999997,450.0,26.0,489.0,58.93859649122807,1.3942105263157891,0.0546218487394958,2021-06-04,2021-08-23,10952.0,669800.0,0.95,Startup includes 2 weeks of system commissioning support,-629572.1900000001,-0.9399405643475666
PRJ-2020-216,PRJ-2020-216-SOV-15,39342.70999999998,420.0,14.0,441.0,63.57692307692308,1.400384615384616,0.03225806451612903,2021-06-04,2021-08-24,8375.0,512200.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-472857.29000000004,-0.9231887739164389
PRJ-2020-217,PRJ-2020-217-SOV-01,255572.81000000026,2812.0,142.0,3025.0,60.21348314606742,1.3964887640449435,0.04807041299932295,2020-01-29,2021-02-01,2304.0,153000.0,1.0,Clear site access; no coordination delays; standard PM staffing,102572.81000000026,0.6704105228758187
PRJ-2020-217,PRJ-2020-217-SOV-02,89103.32999999999,1000.0,56.0,1084.0,58.948,1.3955999999999984,0.05303030303030303,2020-01-29,2020-05-19,1447.0,96100.0,1.0,Submittals prepared in-house; standard review cycles,-6996.670000000013,-0.07280613943808546
PRJ-2020-217,PRJ-2020-217-SOV-03,98867.37000000002,1056.0,54.0,1137.0,61.68283582089552,1.3985820895522374,0.04864864864864865,2020-03-09,2020-09-07,3108.0,206400.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-107532.62999999998,-0.5209914244186046
PRJ-2020-217,PRJ-2020-217-SOV-04,117810.3600000001,1276.0,86.0,1405.0,60.183229813664596,1.3969565217391282,0.0631424375917768,2020-03-09,2020-09-04,5246.0,348400.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-230589.6399999999,-0.6618531572904705
PRJ-2020-217,PRJ-2020-217-SOV-05,119492.5900000001,1366.0,68.0,1468.0,57.94186046511628,1.3945348837209273,0.04741980474198047,2020-03-09,2020-09-07,3700.0,245700.0,0.9,Copper pricing based on current market rates,-126207.4099999999,-0.513664672364672
PRJ-2020-217,PRJ-2020-217-SOV-06,62160.67999999995,692.0,36.0,746.0,59.38068181818182,1.3975,0.04945054945054945,2020-05-20,2020-09-07,1699.0,112800.0,0.9,Refrigerant pricing per current market; lineset routing direct,-50639.32000000005,-0.44893014184397206
PRJ-2020-217,PRJ-2020-217-SOV-07,56494.15999999996,622.0,32.0,670.0,60.5625,1.3985000000000007,0.04892966360856269,2020-05-20,2020-09-03,2964.0,196800.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-140305.84000000003,-0.7129361788617887
PRJ-2020-217,PRJ-2020-217-SOV-08,64531.00999999996,684.0,52.0,762.0,60.60919540229885,1.3986206896551732,0.07065217391304347,2020-05-20,2020-09-04,1090.0,72300.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-7768.990000000042,-0.10745491009681939
